MMETSP_ID	gID	Description
MMETSP0013_2-20120614|8644 	Skcos2677	CAMNT_0000270549
MMETSP0013_2-20120614|8645 	Skcos2678	CAMNT_0000270551
MMETSP0013_2-20120614|8646 	Skcos2679	CAMNT_0000270553
MMETSP0013_2-20120614|8647 	Skcos2680	CAMNT_0000270555
MMETSP0013_2-20120614|8648 	Skcos2681	CAMNT_0000270557
MMETSP0013_2-20120614|8461 	Skcos2682	CAMNT_0000270183
MMETSP0013_2-20120614|8964 	Skcos2683	CAMNT_0000271189
MMETSP0013_2-20120614|8965 	Skcos2684	CAMNT_0000271191
MMETSP0013_2-20120614|8900 	Skcos2685	CAMNT_0000271061
MMETSP0013_2-20120614|8901 	Skcos2686	CAMNT_0000271063
MMETSP0013_2-20120614|8688 	Skcos2687	CAMNT_0000270637
MMETSP0013_2-20120614|8689 	Skcos2688	CAMNT_0000270639
MMETSP0013_2-20120614|8690 	Skcos2689	CAMNT_0000270641
MMETSP0013_2-20120614|8754 	Skcos2690	CAMNT_0000270769
MMETSP0013_2-20120614|8755 	Skcos2691	CAMNT_0000270771
MMETSP0013_2-20120614|8792 	Skcos2692	CAMNT_0000270845
MMETSP0013_2-20120614|8790 	Skcos2693	CAMNT_0000270841
MMETSP0013_2-20120614|8878 	Skcos2694	CAMNT_0000271017
MMETSP0013_2-20120614|8880 	Skcos2695	CAMNT_0000271021
MMETSP0013_2-20120614|8658 	Skcos2696	CAMNT_0000270577
MMETSP0013_2-20120614|8659 	Skcos2697	CAMNT_0000270579
MMETSP0013_2-20120614|8660 	Skcos2698	CAMNT_0000270581
MMETSP0013_2-20120614|8662 	Skcos2699	CAMNT_0000270585
MMETSP0013_2-20120614|9016 	Skcos2700	CAMNT_0000271293
MMETSP0013_2-20120614|9017 	Skcos2701	CAMNT_0000271295
MMETSP0013_2-20120614|9018 	Skcos2702	CAMNT_0000271297
MMETSP0013_2-20120614|9094 	Skcos2703	CAMNT_0000271449
MMETSP0013_2-20120614|9096 	Skcos2704	CAMNT_0000271453
MMETSP0013_2-20120614|9092 	Skcos2705	CAMNT_0000271445
MMETSP0013_2-20120614|9168 	Skcos2706	CAMNT_0000271597
MMETSP0013_2-20120614|9249 	Skcos2707	CAMNT_0000271759
MMETSP0013_2-20120614|9266 	Skcos2708	CAMNT_0000271793
MMETSP0013_2-20120614|9270 	Skcos2709	CAMNT_0000271801
MMETSP0013_2-20120614|9383 	Skcos2710	CAMNT_0000272027
MMETSP0013_2-20120614|9384 	Skcos2711	CAMNT_0000272029
MMETSP0013_2-20120614|9385 	Skcos2712	CAMNT_0000272031
MMETSP0013_2-20120614|9388 	Skcos2713	CAMNT_0000272037
MMETSP0013_2-20120614|9451 	Skcos2714	CAMNT_0000272163
MMETSP0013_2-20120614|9452 	Skcos2715	CAMNT_0000272165
MMETSP0013_2-20120614|9221 	Skcos2716	CAMNT_0000271703
MMETSP0013_2-20120614|9347 	Skcos2717	CAMNT_0000271955
MMETSP0013_2-20120614|9348 	Skcos2718	CAMNT_0000271957
MMETSP0013_2-20120614|9350 	Skcos2719	CAMNT_0000271961
MMETSP0013_2-20120614|9429 	Skcos2720	CAMNT_0000272119
MMETSP0013_2-20120614|9428 	Skcos2721	CAMNT_0000272117
MMETSP0013_2-20120614|9197 	Skcos2722	CAMNT_0000271655
MMETSP0013_2-20120614|9199 	Skcos2723	CAMNT_0000271659
MMETSP0013_2-20120614|9729 	Skcos2724	CAMNT_0000272719
MMETSP0013_2-20120614|9730 	Skcos2725	CAMNT_0000272721
MMETSP0013_2-20120614|9828 	Skcos2726	CAMNT_0000272917
MMETSP0013_2-20120614|9841 	Skcos2727	CAMNT_0000272943
MMETSP0013_2-20120614|9844 	Skcos2728	CAMNT_0000272949
MMETSP0013_2-20120614|9481 	Skcos2729	CAMNT_0000272223
MMETSP0013_2-20120614|9528 	Skcos2730	CAMNT_0000272317
MMETSP0013_2-20120614|9529 	Skcos2731	CAMNT_0000272319
MMETSP0013_2-20120614|9527 	Skcos2732	CAMNT_0000272315
MMETSP0013_2-20120614|9531 	Skcos2733	CAMNT_0000272323
MMETSP0013_2-20120614|9604 	Skcos2734	CAMNT_0000272469
MMETSP0013_2-20120614|9606 	Skcos2735	CAMNT_0000272473
MMETSP0013_2-20120614|9607 	Skcos2736	CAMNT_0000272475
MMETSP0013_2-20120614|9608 	Skcos2737	CAMNT_0000272477
MMETSP0013_2-20120614|9794 	Skcos2738	CAMNT_0000272849
MMETSP0013_2-20120614|9795 	Skcos2739	CAMNT_0000272851
MMETSP0013_2-20120614|9796 	Skcos2740	CAMNT_0000272853
MMETSP0013_2-20120614|9865 	Skcos2741	CAMNT_0000272991
MMETSP0013_2-20120614|9867 	Skcos2742	CAMNT_0000272995
MMETSP0013_2-20120614|9944 	Skcos2743	CAMNT_0000273149
MMETSP0013_2-20120614|9947 	Skcos2744	CAMNT_0000273155
MMETSP0013_2-20120614|9943 	Skcos2745	CAMNT_0000273147
MMETSP0013_2-20120614|10321 	Skcos2746	CAMNT_0000273903
MMETSP0013_2-20120614|9902 	Skcos2747	CAMNT_0000273065
MMETSP0013_2-20120614|9982 	Skcos2748	CAMNT_0000273225
MMETSP0013_2-20120614|9985 	Skcos2749	CAMNT_0000273231
MMETSP0013_2-20120614|9759 	Skcos2750	CAMNT_0000272779
MMETSP0013_2-20120614|9760 	Skcos2751	CAMNT_0000272781
MMETSP0013_2-20120614|9761 	Skcos2752	CAMNT_0000272783
MMETSP0013_2-20120614|10053 	Skcos2753	CAMNT_0000273367
MMETSP0013_2-20120614|10059 	Skcos2754	CAMNT_0000273379
MMETSP0013_2-20120614|10060 	Skcos2755	CAMNT_0000273381
MMETSP0013_2-20120614|10125 	Skcos2756	CAMNT_0000273511
MMETSP0013_2-20120614|10128 	Skcos2757	CAMNT_0000273517
MMETSP0013_2-20120614|10130 	Skcos2758	CAMNT_0000273521
MMETSP0013_2-20120614|10201 	Skcos2759	CAMNT_0000273663
MMETSP0013_2-20120614|10236 	Skcos2760	CAMNT_0000273733
MMETSP0013_2-20120614|10028 	Skcos2761	CAMNT_0000273317
MMETSP0013_2-20120614|10029 	Skcos2762	CAMNT_0000273319
MMETSP0013_2-20120614|10101 	Skcos2763	CAMNT_0000273463
MMETSP0013_2-20120614|10102 	Skcos2764	CAMNT_0000273465
MMETSP0013_2-20120614|10104 	Skcos2765	CAMNT_0000273469
MMETSP0013_2-20120614|10106 	Skcos2766	CAMNT_0000273473
MMETSP0013_2-20120614|10802 	Skcos2767	CAMNT_0000274865
MMETSP0013_2-20120614|10804 	Skcos2768	CAMNT_0000274869
MMETSP0013_2-20120614|10812 	Skcos2769	CAMNT_0000274885
MMETSP0013_2-20120614|10815 	Skcos2770	CAMNT_0000274891
MMETSP0013_2-20120614|10816 	Skcos2771	CAMNT_0000274893
MMETSP0013_2-20120614|10820 	Skcos2772	CAMNT_0000274901
MMETSP0013_2-20120614|10825 	Skcos2773	CAMNT_0000274911
MMETSP0013_2-20120614|10830 	Skcos2774	CAMNT_0000274921
MMETSP0013_2-20120614|10306 	Skcos2775	CAMNT_0000273873
MMETSP0013_2-20120614|10309 	Skcos2776	CAMNT_0000273879
MMETSP0013_2-20120614|10310 	Skcos2777	CAMNT_0000273881
MMETSP0013_2-20120614|10311 	Skcos2778	CAMNT_0000273883
MMETSP0013_2-20120614|10388 	Skcos2779	CAMNT_0000274037
MMETSP0013_2-20120614|10389 	Skcos2780	CAMNT_0000274039
MMETSP0013_2-20120614|10391 	Skcos2781	CAMNT_0000274043
MMETSP0013_2-20120614|10888 	Skcos2782	CAMNT_0000275037
MMETSP0013_2-20120614|10889 	Skcos2783	CAMNT_0000275039
MMETSP0013_2-20120614|10635 	Skcos2784	CAMNT_0000274531
MMETSP0013_2-20120614|10636 	Skcos2785	CAMNT_0000274533
MMETSP0013_2-20120614|10637 	Skcos2786	CAMNT_0000274535
MMETSP0013_2-20120614|10638 	Skcos2787	CAMNT_0000274537
MMETSP0013_2-20120614|10701 	Skcos2788	CAMNT_0000274663
MMETSP0013_2-20120614|10702 	Skcos2789	CAMNT_0000274665
MMETSP0013_2-20120614|10704 	Skcos2790	CAMNT_0000274669
MMETSP0013_2-20120614|10705 	Skcos2791	CAMNT_0000274671
MMETSP0013_2-20120614|10859 	Skcos2792	CAMNT_0000274979
MMETSP0013_2-20120614|10860 	Skcos2793	CAMNT_0000274981
MMETSP0013_2-20120614|10861 	Skcos2794	CAMNT_0000274983
MMETSP0013_2-20120614|10609 	Skcos2795	CAMNT_0000274479
MMETSP0013_2-20120614|10612 	Skcos2796	CAMNT_0000274485
MMETSP0013_2-20120614|10677 	Skcos2797	CAMNT_0000274615
MMETSP0013_2-20120614|10678 	Skcos2798	CAMNT_0000274617
MMETSP0013_2-20120614|11046 	Skcos2799	CAMNT_0000275353
MMETSP0013_2-20120614|11047 	Skcos2800	CAMNT_0000275355
MMETSP0013_2-20120614|11048 	Skcos2801	CAMNT_0000275357
MMETSP0013_2-20120614|11049 	Skcos2802	CAMNT_0000275359
MMETSP0013_2-20120614|11150 	Skcos2803	CAMNT_0000275561
MMETSP0013_2-20120614|11151 	Skcos2804	CAMNT_0000275563
MMETSP0013_2-20120614|11152 	Skcos2805	CAMNT_0000275565
MMETSP0013_2-20120614|11153 	Skcos2806	CAMNT_0000275567
MMETSP0013_2-20120614|11421 	Skcos2807	CAMNT_0000276103
MMETSP0013_2-20120614|11432 	Skcos2808	CAMNT_0000276125
MMETSP0013_2-20120614|11434 	Skcos2809	CAMNT_0000276129
MMETSP0013_2-20120614|11436 	Skcos2810	CAMNT_0000276133
MMETSP0013_2-20120614|11446 	Skcos2811	CAMNT_0000276153
MMETSP0013_2-20120614|11450 	Skcos2812	CAMNT_0000276161
MMETSP0013_2-20120614|11459 	Skcos2813	CAMNT_0000276179
MMETSP0013_2-20120614|11488 	Skcos2814	CAMNT_0000276237
MMETSP0013_2-20120614|11489 	Skcos2815	CAMNT_0000276239
MMETSP0013_2-20120614|11549 	Skcos2816	CAMNT_0000276359
MMETSP0013_2-20120614|11550 	Skcos2817	CAMNT_0000276361
MMETSP0013_2-20120614|11818 	Skcos2818	CAMNT_0000276897
MMETSP0013_2-20120614|11825 	Skcos2819	CAMNT_0000276911
MMETSP0013_2-20120614|11253 	Skcos2820	CAMNT_0000275767
MMETSP0013_2-20120614|11255 	Skcos2821	CAMNT_0000275771
MMETSP0013_2-20120614|11258 	Skcos2822	CAMNT_0000275777
MMETSP0013_2-20120614|11350 	Skcos2823	CAMNT_0000275961
MMETSP0013_2-20120614|11351 	Skcos2824	CAMNT_0000275963
MMETSP0013_2-20120614|11352 	Skcos2825	CAMNT_0000275965
MMETSP0013_2-20120614|11622 	Skcos2826	CAMNT_0000276505
MMETSP0013_2-20120614|11624 	Skcos2827	CAMNT_0000276509
MMETSP0013_2-20120614|11625 	Skcos2828	CAMNT_0000276511
MMETSP0013_2-20120614|11627 	Skcos2829	CAMNT_0000276515
MMETSP0013_2-20120614|11716 	Skcos2830	CAMNT_0000276693
MMETSP0013_2-20120614|11814 	Skcos2831	CAMNT_0000276889
MMETSP0013_2-20120614|11869 	Skcos2832	CAMNT_0000276999
MMETSP0013_2-20120614|11870 	Skcos2833	CAMNT_0000277001
MMETSP0013_2-20120614|11577 	Skcos2834	CAMNT_0000276415
MMETSP0013_2-20120614|11579 	Skcos2835	CAMNT_0000276419
MMETSP0013_2-20120614|11673 	Skcos2836	CAMNT_0000276607
MMETSP0013_2-20120614|11674 	Skcos2837	CAMNT_0000276609
MMETSP0013_2-20120614|11677 	Skcos2838	CAMNT_0000276615
MMETSP0013_2-20120614|11670 	Skcos2839	CAMNT_0000276601
MMETSP0013_2-20120614|11671 	Skcos2840	CAMNT_0000276603
MMETSP0013_2-20120614|12170 	Skcos2841	CAMNT_0000277601
MMETSP0013_2-20120614|12172 	Skcos2842	CAMNT_0000277605
MMETSP0013_2-20120614|12176 	Skcos2843	CAMNT_0000277613
MMETSP0013_2-20120614|12263 	Skcos2844	CAMNT_0000277787
MMETSP0013_2-20120614|12357 	Skcos2845	CAMNT_0000277975
MMETSP0013_2-20120614|12364 	Skcos2846	CAMNT_0000277989
MMETSP0013_2-20120614|12118 	Skcos2847	CAMNT_0000277497
MMETSP0013_2-20120614|12211 	Skcos2848	CAMNT_0000277683
MMETSP0013_2-20120614|12212 	Skcos2849	CAMNT_0000277685
MMETSP0013_2-20120614|12210 	Skcos2850	CAMNT_0000277681
MMETSP0013_2-20120614|12215 	Skcos2851	CAMNT_0000277691
MMETSP0013_2-20120614|11971 	Skcos2852	CAMNT_0000277203
MMETSP0013_2-20120614|12927 	Skcos2853	CAMNT_0000279115
MMETSP0013_2-20120614|12936 	Skcos2854	CAMNT_0000279133
MMETSP0013_2-20120614|12942 	Skcos2855	CAMNT_0000279145
MMETSP0013_2-20120614|12950 	Skcos2856	CAMNT_0000279161
MMETSP0013_2-20120614|12958 	Skcos2857	CAMNT_0000279177
MMETSP0013_2-20120614|12963 	Skcos2858	CAMNT_0000279187
MMETSP0013_2-20120614|12966 	Skcos2859	CAMNT_0000279193
MMETSP0013_2-20120614|12971 	Skcos2860	CAMNT_0000279203
MMETSP0013_2-20120614|12972 	Skcos2861	CAMNT_0000279205
MMETSP0013_2-20120614|12978 	Skcos2862	CAMNT_0000279217
MMETSP0013_2-20120614|12486 	Skcos2863	CAMNT_0000278233
MMETSP0013_2-20120614|12488 	Skcos2864	CAMNT_0000278237
MMETSP0013_2-20120614|12535 	Skcos2865	CAMNT_0000278331
MMETSP0013_2-20120614|12536 	Skcos2866	CAMNT_0000278333
MMETSP0013_2-20120614|12543 	Skcos2867	CAMNT_0000278347
MMETSP0013_2-20120614|12544 	Skcos2868	CAMNT_0000278349
MMETSP0013_2-20120614|12669 	Skcos2869	CAMNT_0000278599
MMETSP0013_2-20120614|12671 	Skcos2870	CAMNT_0000278603
MMETSP0013_2-20120614|12674 	Skcos2871	CAMNT_0000278609
MMETSP0013_2-20120614|12583 	Skcos2872	CAMNT_0000278427
MMETSP0013_2-20120614|12584 	Skcos2873	CAMNT_0000278429
MMETSP0013_2-20120614|12585 	Skcos2874	CAMNT_0000278431
MMETSP0013_2-20120614|12586 	Skcos2875	CAMNT_0000278433
MMETSP0013_2-20120614|12590 	Skcos2876	CAMNT_0000278441
MMETSP0013_2-20120614|12579 	Skcos2877	CAMNT_0000278419
MMETSP0013_2-20120614|12327 	Skcos2878	CAMNT_0000277915
MMETSP0013_2-20120614|12330 	Skcos2879	CAMNT_0000277921
MMETSP0013_2-20120614|12331 	Skcos2880	CAMNT_0000277923
MMETSP0013_2-20120614|13131 	Skcos2881	CAMNT_0000279523
MMETSP0013_2-20120614|13111 	Skcos2882	CAMNT_0000279483
MMETSP0013_2-20120614|13114 	Skcos2883	CAMNT_0000279489
MMETSP0013_2-20120614|13134 	Skcos2884	CAMNT_0000279529
MMETSP0013_2-20120614|13137 	Skcos2885	CAMNT_0000279535
MMETSP0013_2-20120614|13143 	Skcos2886	CAMNT_0000279547
MMETSP0013_2-20120614|13159 	Skcos2887	CAMNT_0000279579
MMETSP0013_2-20120614|12831 	Skcos2888	CAMNT_0000278923
MMETSP0013_2-20120614|12833 	Skcos2889	CAMNT_0000278927
MMETSP0013_2-20120614|12834 	Skcos2890	CAMNT_0000278929
MMETSP0013_2-20120614|12835 	Skcos2891	CAMNT_0000278931
MMETSP0013_2-20120614|12839 	Skcos2892	CAMNT_0000278939
MMETSP0013_2-20120614|12937 	Skcos2893	CAMNT_0000279135
MMETSP0013_2-20120614|12940 	Skcos2894	CAMNT_0000279141
MMETSP0013_2-20120614|13010 	Skcos2895	CAMNT_0000279281
MMETSP0013_2-20120614|13494 	Skcos2896	CAMNT_0000280249
MMETSP0013_2-20120614|13495 	Skcos2897	CAMNT_0000280251
MMETSP0013_2-20120614|13492 	Skcos2898	CAMNT_0000280245
MMETSP0013_2-20120614|13188 	Skcos2899	CAMNT_0000279637
MMETSP0013_2-20120614|13189 	Skcos2900	CAMNT_0000279639
MMETSP0013_2-20120614|13421 	Skcos2901	CAMNT_0000280103
MMETSP0013_2-20120614|13425 	Skcos2902	CAMNT_0000280111
MMETSP0013_2-20120614|13426 	Skcos2903	CAMNT_0000280113
MMETSP0013_2-20120614|13112 	Skcos2904	CAMNT_0000279485
MMETSP0013_2-20120614|13117 	Skcos2905	CAMNT_0000279495
MMETSP0013_2-20120614|13633 	Skcos2906	CAMNT_0000280527
MMETSP0013_2-20120614|13738 	Skcos2907	CAMNT_0000280737
MMETSP0013_2-20120614|13739 	Skcos2908	CAMNT_0000280739
MMETSP0013_2-20120614|13844 	Skcos2909	CAMNT_0000280949
MMETSP0013_2-20120614|13846 	Skcos2910	CAMNT_0000280953
MMETSP0013_2-20120614|13848 	Skcos2911	CAMNT_0000280957
MMETSP0013_2-20120614|13850 	Skcos2912	CAMNT_0000280961
MMETSP0013_2-20120614|13851 	Skcos2913	CAMNT_0000280963
MMETSP0013_2-20120614|13872 	Skcos2914	CAMNT_0000281005
MMETSP0013_2-20120614|13873 	Skcos2915	CAMNT_0000281007
MMETSP0013_2-20120614|13875 	Skcos2916	CAMNT_0000281011
MMETSP0013_2-20120614|13876 	Skcos2917	CAMNT_0000281013
MMETSP0013_2-20120614|13883 	Skcos2918	CAMNT_0000281027
MMETSP0013_2-20120614|13890 	Skcos2919	CAMNT_0000281041
MMETSP0013_2-20120614|13895 	Skcos2920	CAMNT_0000281051
MMETSP0013_2-20120614|13897 	Skcos2921	CAMNT_0000281055
MMETSP0013_2-20120614|13902 	Skcos2922	CAMNT_0000281065
MMETSP0013_2-20120614|14534 	Skcos2923	CAMNT_0000282329
MMETSP0013_2-20120614|14544 	Skcos2924	CAMNT_0000282349
MMETSP0013_2-20120614|14556 	Skcos2925	CAMNT_0000282373
MMETSP0013_2-20120614|14558 	Skcos2926	CAMNT_0000282377
MMETSP0013_2-20120614|14573 	Skcos2927	CAMNT_0000282407
MMETSP0013_2-20120614|14217 	Skcos2928	CAMNT_0000281695
MMETSP0013_2-20120614|14309 	Skcos2929	CAMNT_0000281879
MMETSP0013_2-20120614|14312 	Skcos2930	CAMNT_0000281885
MMETSP0013_2-20120614|14224 	Skcos2931	CAMNT_0000281709
MMETSP0013_2-20120614|14227 	Skcos2932	CAMNT_0000281715
MMETSP0013_2-20120614|14228 	Skcos2933	CAMNT_0000281717
MMETSP0013_2-20120614|14234 	Skcos2934	CAMNT_0000281729
MMETSP0013_2-20120614|14326 	Skcos2935	CAMNT_0000281913
MMETSP0013_2-20120614|14327 	Skcos2936	CAMNT_0000281915
MMETSP0013_2-20120614|14786 	Skcos2937	CAMNT_0000282833
MMETSP0013_2-20120614|14864 	Skcos2938	CAMNT_0000282989
MMETSP0013_2-20120614|14584 	Skcos2939	CAMNT_0000282429
MMETSP0013_2-20120614|14685 	Skcos2940	CAMNT_0000282631
MMETSP0013_2-20120614|14619 	Skcos2941	CAMNT_0000282499
MMETSP0013_2-20120614|14621 	Skcos2942	CAMNT_0000282503
MMETSP0013_2-20120614|14714 	Skcos2943	CAMNT_0000282689
MMETSP0013_2-20120614|14717 	Skcos2944	CAMNT_0000282695
MMETSP0013_2-20120614|14718 	Skcos2945	CAMNT_0000282697
MMETSP0013_2-20120614|14806 	Skcos2946	CAMNT_0000282873
MMETSP0013_2-20120614|14808 	Skcos2947	CAMNT_0000282877
MMETSP0013_2-20120614|14809 	Skcos2948	CAMNT_0000282879
MMETSP0013_2-20120614|14810 	Skcos2949	CAMNT_0000282881
MMETSP0013_2-20120614|14652 	Skcos2950	CAMNT_0000282565
MMETSP0013_2-20120614|14656 	Skcos2951	CAMNT_0000282573
MMETSP0013_2-20120614|14657 	Skcos2952	CAMNT_0000282575
MMETSP0013_2-20120614|14752 	Skcos2953	CAMNT_0000282765
MMETSP0013_2-20120614|14755 	Skcos2954	CAMNT_0000282771
MMETSP0013_2-20120614|14757 	Skcos2955	CAMNT_0000282775
MMETSP0013_2-20120614|14836 	Skcos2956	CAMNT_0000282933
MMETSP0013_2-20120614|14837 	Skcos2957	CAMNT_0000282935
MMETSP0013_2-20120614|14838 	Skcos2958	CAMNT_0000282937
MMETSP0013_2-20120614|15017 	Skcos2959	CAMNT_0000283295
MMETSP0013_2-20120614|15022 	Skcos2960	CAMNT_0000283305
MMETSP0013_2-20120614|15120 	Skcos2961	CAMNT_0000283501
MMETSP0013_2-20120614|15122 	Skcos2962	CAMNT_0000283505
MMETSP0013_2-20120614|15205 	Skcos2963	CAMNT_0000283671
MMETSP0013_2-20120614|15209 	Skcos2964	CAMNT_0000283679
MMETSP0013_2-20120614|15159 	Skcos2965	CAMNT_0000283579
MMETSP0013_2-20120614|15160 	Skcos2966	CAMNT_0000283581
MMETSP0013_2-20120614|15239 	Skcos2967	CAMNT_0000283739
MMETSP0013_2-20120614|15240 	Skcos2968	CAMNT_0000283741
MMETSP0013_2-20120614|15092 	Skcos2969	CAMNT_0000283445
MMETSP0013_2-20120614|15094 	Skcos2970	CAMNT_0000283449
MMETSP0013_2-20120614|15085 	Skcos2971	CAMNT_0000283431
MMETSP0013_2-20120614|15086 	Skcos2972	CAMNT_0000283433
MMETSP0013_2-20120614|15088 	Skcos2973	CAMNT_0000283437
MMETSP0013_2-20120614|15089 	Skcos2974	CAMNT_0000283439
MMETSP0013_2-20120614|15188 	Skcos2975	CAMNT_0000283637
MMETSP0013_2-20120614|15183 	Skcos2976	CAMNT_0000283627
MMETSP0013_2-20120614|14951 	Skcos2977	CAMNT_0000283163
MMETSP0013_2-20120614|15481 	Skcos2978	CAMNT_0000284223
MMETSP0013_2-20120614|15482 	Skcos2979	CAMNT_0000284225
MMETSP0013_2-20120614|15544 	Skcos2980	CAMNT_0000284349
MMETSP0013_2-20120614|15546 	Skcos2981	CAMNT_0000284353
MMETSP0013_2-20120614|15548 	Skcos2982	CAMNT_0000284357
MMETSP0013_2-20120614|15549 	Skcos2983	CAMNT_0000284359
MMETSP0013_2-20120614|15311 	Skcos2984	CAMNT_0000283883
MMETSP0013_2-20120614|15313 	Skcos2985	CAMNT_0000283887
MMETSP0013_2-20120614|15716 	Skcos2986	CAMNT_0000284693
MMETSP0013_2-20120614|15724 	Skcos2987	CAMNT_0000284709
MMETSP0013_2-20120614|15731 	Skcos2988	CAMNT_0000284723
MMETSP0013_2-20120614|15251 	Skcos2989	CAMNT_0000283763
MMETSP0013_2-20120614|15252 	Skcos2990	CAMNT_0000283765
MMETSP0013_2-20120614|15254 	Skcos2991	CAMNT_0000283769
MMETSP0013_2-20120614|16319 	Skcos2992	CAMNT_0000285899
MMETSP0013_2-20120614|16395 	Skcos2993	CAMNT_0000286051
MMETSP0013_2-20120614|16396 	Skcos2994	CAMNT_0000286053
MMETSP0013_2-20120614|16397 	Skcos2995	CAMNT_0000286055
MMETSP0013_2-20120614|16394 	Skcos2996	CAMNT_0000286049
MMETSP0013_2-20120614|16488 	Skcos2997	CAMNT_0000286237
MMETSP0013_2-20120614|16490 	Skcos2998	CAMNT_0000286241
MMETSP0013_2-20120614|16540 	Skcos2999	CAMNT_0000286341
MMETSP0013_2-20120614|16821 	Skcos3000	CAMNT_0000286903
MMETSP0013_2-20120614|16895 	Skcos3001	CAMNT_0000287051
MMETSP0013_2-20120614|16642 	Skcos3002	CAMNT_0000286545
MMETSP0013_2-20120614|16901 	Skcos3003	CAMNT_0000287063
MMETSP0013_2-20120614|16902 	Skcos3004	CAMNT_0000287065
MMETSP0013_2-20120614|16903 	Skcos3005	CAMNT_0000287067
MMETSP0013_2-20120614|16646 	Skcos3006	CAMNT_0000286553
MMETSP0013_2-20120614|16649 	Skcos3007	CAMNT_0000286559
MMETSP0013_2-20120614|16651 	Skcos3008	CAMNT_0000286563
MMETSP0013_2-20120614|16743 	Skcos3009	CAMNT_0000286747
MMETSP0013_2-20120614|16744 	Skcos3010	CAMNT_0000286749
MMETSP0013_2-20120614|16653 	Skcos3011	CAMNT_0000286567
MMETSP0013_2-20120614|16655 	Skcos3012	CAMNT_0000286571
MMETSP0013_2-20120614|16657 	Skcos3013	CAMNT_0000286575
MMETSP0013_2-20120614|16748 	Skcos3014	CAMNT_0000286757
MMETSP0013_2-20120614|16749 	Skcos3015	CAMNT_0000286759
MMETSP0013_2-20120614|16750 	Skcos3016	CAMNT_0000286761
MMETSP0013_2-20120614|16829 	Skcos3017	CAMNT_0000286919
MMETSP0013_2-20120614|16662 	Skcos3018	CAMNT_0000286585
MMETSP0013_2-20120614|16753 	Skcos3019	CAMNT_0000286767
MMETSP0013_2-20120614|16754 	Skcos3020	CAMNT_0000286769
MMETSP0013_2-20120614|16755 	Skcos3021	CAMNT_0000286771
MMETSP0013_2-20120614|16758 	Skcos3022	CAMNT_0000286777
MMETSP0013_2-20120614|16833 	Skcos3023	CAMNT_0000286927
MMETSP0013_2-20120614|16835 	Skcos3024	CAMNT_0000286931
MMETSP0013_2-20120614|16763 	Skcos3025	CAMNT_0000286787
MMETSP0013_2-20120614|16764 	Skcos3026	CAMNT_0000286789
MMETSP0013_2-20120614|16841 	Skcos3027	CAMNT_0000286943
MMETSP0013_2-20120614|16843 	Skcos3028	CAMNT_0000286947
MMETSP0013_2-20120614|15807 	Skcos3029	CAMNT_0000284875
MMETSP0013_2-20120614|15808 	Skcos3030	CAMNT_0000284877
MMETSP0013_2-20120614|15811 	Skcos3031	CAMNT_0000284883
MMETSP0013_2-20120614|15914 	Skcos3032	CAMNT_0000285089
MMETSP0013_2-20120614|15915 	Skcos3033	CAMNT_0000285091
MMETSP0013_2-20120614|15916 	Skcos3034	CAMNT_0000285093
MMETSP0013_2-20120614|15921 	Skcos3035	CAMNT_0000285103
MMETSP0013_2-20120614|15815 	Skcos3036	CAMNT_0000284891
MMETSP0013_2-20120614|15907 	Skcos3037	CAMNT_0000285075
MMETSP0013_2-20120614|15908 	Skcos3038	CAMNT_0000285077
MMETSP0013_2-20120614|15892 	Skcos3039	CAMNT_0000285045
MMETSP0013_2-20120614|15641 	Skcos3040	CAMNT_0000284543
MMETSP0013_2-20120614|15642 	Skcos3041	CAMNT_0000284545
MMETSP0013_2-20120614|15644 	Skcos3042	CAMNT_0000284549
MMETSP0013_2-20120614|15645 	Skcos3043	CAMNT_0000284551
MMETSP0013_2-20120614|15646 	Skcos3044	CAMNT_0000284553
MMETSP0013_2-20120614|15648 	Skcos3045	CAMNT_0000284557
MMETSP0013_2-20120614|15649 	Skcos3046	CAMNT_0000284559
MMETSP0013_2-20120614|15650 	Skcos3047	CAMNT_0000284561
MMETSP0013_2-20120614|15652 	Skcos3048	CAMNT_0000284565
MMETSP0013_2-20120614|15737 	Skcos3049	CAMNT_0000284735
MMETSP0013_2-20120614|15828 	Skcos3050	CAMNT_0000284917
MMETSP0013_2-20120614|15739 	Skcos3051	CAMNT_0000284739
MMETSP0013_2-20120614|15740 	Skcos3052	CAMNT_0000284741
MMETSP0013_2-20120614|15830 	Skcos3053	CAMNT_0000284921
MMETSP0013_2-20120614|15831 	Skcos3054	CAMNT_0000284923
MMETSP0013_2-20120614|15832 	Skcos3055	CAMNT_0000284925
MMETSP0013_2-20120614|15568 	Skcos3056	CAMNT_0000284397
MMETSP0013_2-20120614|15569 	Skcos3057	CAMNT_0000284399
MMETSP0013_2-20120614|15741 	Skcos3058	CAMNT_0000284743
MMETSP0013_2-20120614|15835 	Skcos3059	CAMNT_0000284931
MMETSP0013_2-20120614|15836 	Skcos3060	CAMNT_0000284933
MMETSP0013_2-20120614|15573 	Skcos3061	CAMNT_0000284407
MMETSP0013_2-20120614|15574 	Skcos3062	CAMNT_0000284409
MMETSP0013_2-20120614|15572 	Skcos3063	CAMNT_0000284405
MMETSP0013_2-20120614|15666 	Skcos3064	CAMNT_0000284593
