	KEGG
Skcos8635	K06678
Skcos8639	K06860
Skcos8654	K00953
Skcos8658	K12948
Skcos8659	K11155
Skcos8662	K03165
Skcos8672	K12827
Skcos8675	K05662
Skcos8688	K05284
Skcos8691	K08819
Skcos8692	K00566
Skcos8696	K01404
Skcos8708	K00641
Skcos8712	K00033
Skcos8715	K11323
Skcos8716	K09420
Skcos8718	K02891
Skcos8733	K01251
Skcos8735	K00517
Skcos8737	K12859
Skcos8738	K12572
Skcos8741	K00033
Skcos8746	K02150
Skcos8751	K17803
Skcos8756	K15264
Skcos8760	K00831
Skcos8772	K01669
Skcos8773	K02641
Skcos8782	K03639
Skcos8800	K14963
Skcos8810	K12389
Skcos8828	K04536
Skcos8829	K13103
Skcos8835	K00921
Skcos8841	K00025
Skcos8852	K07204
Skcos8853	K14556
Skcos8861	K11269
Skcos8875	K03294
Skcos8879	K00295
Skcos8887	K08994
Skcos8896	K02870
Skcos8900	K14376
Skcos8902	K11976
Skcos8910	K01100
Skcos8911	K08637
Skcos8913	K01580
Skcos8914	K13118
Skcos8919	K06916
Skcos8924	K00927
Skcos8927	K01551
Skcos8929	K15280
Skcos8939	K11273
Skcos8950	K10738
Skcos8956	K02437
Skcos8959	K02879
Skcos8966	K00254
Skcos8977	K01693
Skcos8983	K10777
Skcos8992	K11786
Skcos8998	K01881
Skcos9001	K08716
Skcos9003	K17888
Skcos9004	K10739
Skcos9009	K15277
Skcos9015	K11320
Skcos9016	K07565
Skcos9017	K00383
Skcos9026	K03671
Skcos9037	K03327
Skcos9043	K04607
Skcos9055	K04712
Skcos9069	K08493
Skcos9073	K01183
Skcos9075	K14525
Skcos9087	K00052
Skcos9094	K14775
Skcos9095	K08516
Skcos9112	K01529
Skcos9113	K02964
Skcos9115	K10870
Skcos9116	K02685
Skcos9125	K10395
Skcos9129	K01892
Skcos9131	K03676
Skcos9133	K11838
Skcos9134	K00833
Skcos9135	K15429
Skcos9145	K00820
Skcos9148	K06911
Skcos9150	K13509
Skcos9156	K00718
Skcos9165	K03798
Skcos9168	K13998
Skcos9173	K00464
Skcos9176	K14018
Skcos9177	K00357
Skcos9189	K15100
Skcos9202	K06916
Skcos9223	K03965
Skcos9225	K11843
Skcos9230	K16055
Skcos9236	K13144
Skcos9245	K00432
Skcos9250	K12175
Skcos9252	K03574
Skcos9256	K00850
Skcos9258	K01173
Skcos9267	K10563
Skcos9270	K03842
Skcos9276	K00872
Skcos9279	K17618
Skcos9283	K07304
Skcos9286	K00855
Skcos9293	K02921
Skcos9300	K12486
Skcos9303	K07098
Skcos9310	K17681
Skcos9312	K10418
Skcos9315	K03178
Skcos9319	K01183
Skcos9321	K15634
Skcos9324	K02224
Skcos9326	K12616
Skcos9333	K17637
Skcos9340	K16302
Skcos9347	K05658
Skcos9356	K02957
Skcos9362	K10807
Skcos9365	K03064
Skcos9366	K01392
Skcos9380	K12486
Skcos9381	K01598
Skcos9397	K00128
Skcos9403	K14792
Skcos9408	K14788
Skcos9409	K02684
Skcos9414	K16194
Skcos9422	K08867
Skcos9427	K17584
Skcos9436	K00134
Skcos9440	K01900
Skcos9443	K13412
Skcos9448	K01867
Skcos9451	K01663
Skcos9457	K01895
Skcos9460	K06970
Skcos9462	K00235
Skcos9463	K00218
Skcos9466	K17600
Skcos9473	K10633
Skcos9485	K12821
Skcos9501	K07359
Skcos9508	K03235
Skcos9509	K05522
Skcos9520	K00845
Skcos9529	K01696
Skcos9530	K06062
Skcos9537	K07466
Skcos9538	K12878
Skcos9541	K02257
Skcos9547	K03924
Skcos9549	K14640
Skcos9550	K00914
Skcos9557	K00432
Skcos9558	K00164
Skcos9567	K02908
Skcos9568	K03164
Skcos9570	K01082
Skcos9599	K04512
Skcos9602	K01784
Skcos9608	K03844
Skcos9622	K02542
Skcos9628	K06662
Skcos9637	K03679
Skcos9644	K03115
Skcos9646	K17619
Skcos9647	K03259
Skcos9650	K12861
Skcos9657	K06883
Skcos9661	K00222
Skcos9675	K03797
Skcos9678	K10695
Skcos9679	K11839
Skcos9681	K12879
Skcos9683	K00472
Skcos9686	K00652
Skcos9722	K00520
Skcos9725	K02133
Skcos9730	K10589
Skcos9732	K02551
Skcos9738	K13347
Skcos9739	K02152
Skcos9745	K04460
Skcos9757	K00784
Skcos9758	K10599
Skcos9765	K00670
Skcos9768	K14536
Skcos9787	K00454
Skcos9788	K03679
Skcos9789	K12859
Skcos9790	K02149
Skcos9798	K12870
Skcos9817	K09828
Skcos9826	K10597
Skcos9828	K00457
Skcos9835	K02636
Skcos9842	K02995
Skcos9844	K11654
Skcos9861	K01578
Skcos9874	K01537
Skcos9877	K07937
Skcos9888	K11166
Skcos9889	K05293
Skcos9898	K13206
Skcos9903	K17900
Skcos9908	K01738
Skcos9919	K00787
Skcos9924	K03301
Skcos9941	K01424
Skcos9943	K14564
Skcos9947	K03372
Skcos9951	K01514
Skcos9952	K05292
Skcos9957	K14787
Skcos9961	K00794
Skcos9964	K17943
Skcos9966	K03231
Skcos9973	K17081
Skcos9975	K05546
Skcos9980	K09420
Skcos9981	K04532
Skcos9984	K01669
Skcos9991	K08582
Skcos10000	K14537
Skcos10016	K08337
Skcos10018	K12185
Skcos10026	K13963
Skcos10043	K14970
Skcos10068	K02231
Skcos10083	K11269
Skcos10096	K06677
Skcos10099	K03144
Skcos10101	K11839
Skcos10105	K07203
Skcos10109	K07359
Skcos10113	K00993
Skcos10124	K17890
Skcos10128	K03130
Skcos10129	K03013
Skcos10131	K09613
Skcos10146	K08272
Skcos10149	K10756
Skcos10153	K03120
Skcos10158	K10901
Skcos10160	K02922
Skcos10173	K07874
Skcos10174	K01103
Skcos10178	K00616
Skcos10189	K01698
Skcos10195	K13093
Skcos10197	K04648
Skcos10211	K00328
Skcos10212	K17268
Skcos10220	K02932
Skcos10223	K02880
Skcos10238	K06892
Skcos10241	K17430
Skcos10242	K01488
Skcos10256	K14571
Skcos10261	K02357
Skcos10263	K11366
Skcos10265	K04382
Skcos10269	K17605
Skcos10275	K01940
Skcos10286	K02956
Skcos10292	K17943
Skcos10302	K00555
Skcos10310	K00681
Skcos10331	K17960
Skcos10338	K10578
Skcos10340	K00685
Skcos10343	K00826
Skcos10351	K12176
Skcos10364	K03782
Skcos10370	K01599
Skcos10374	K02930
Skcos10378	K01853
Skcos10380	K06674
Skcos10381	K17783
Skcos10387	K01534
Skcos10395	K03083
Skcos10400	K12385
Skcos10402	K01166
Skcos10410	K02980
Skcos10412	K00624
Skcos10417	K01120
Skcos10424	K16075
Skcos10440	K13989
Skcos10442	K15175
Skcos10444	K04487
Skcos10447	K01551
Skcos10448	K14213
Skcos10452	K01873
Skcos10454	K00799
Skcos10455	K00392
Skcos10461	K01881
Skcos10464	K02726
Skcos10505	K12041
Skcos10518	K02295
Skcos10533	K16582
Skcos10536	K12623
Skcos10542	K12831
Skcos10545	K00803
Skcos10549	K13336
Skcos10556	K12820
Skcos10563	K04907
Skcos10564	K12394
Skcos10565	K05658
Skcos10570	K15113
Skcos10575	K13339
Skcos10576	K00036
Skcos10582	K05312
Skcos10583	K03848
Skcos10585	K02936
Skcos10592	K01638
Skcos10602	K17973
Skcos10610	K00058
Skcos10616	K09810
Skcos10618	K12826
Skcos10622	K00454
Skcos10630	K02941
Skcos10638	K03260
Skcos10647	K15900
Skcos10655	K15544
Skcos10658	K14821
Skcos10660	K03627
Skcos10662	K03939
Skcos10669	K03687
Skcos10677	K01866
Skcos10679	K15542
Skcos10684	K13348
Skcos10691	K00488
Skcos10696	K00020
Skcos10698	K02983
Skcos10712	K01477
Skcos10716	K14301
Skcos10723	K01113
Skcos10725	K03797
Skcos10726	K01057
Skcos10728	K07015
Skcos10730	K13347
Skcos10731	K08486
Skcos10739	K01669
Skcos10740	K16575
Skcos10748	K11797
Skcos10749	K14561
Skcos10754	K10949
Skcos10758	K03500
Skcos10763	K00558
Skcos10767	K03885
Skcos10769	K06130
Skcos10771	K08496
Skcos10772	K09569
Skcos10774	K02974
Skcos10775	K03234
Skcos10792	K01749
Skcos10796	K02985
Skcos10810	K12479
Skcos10817	K00382
Skcos10818	K11826
Skcos10819	K00262
Skcos10829	K12619
Skcos10832	K01265
Skcos10833	K07739
Skcos10841	K00602
Skcos10842	K03650
Skcos10845	K01649
Skcos10846	K03265
Skcos10848	K12845
Skcos10849	K15015
Skcos10866	K12447
Skcos10871	K10577
Skcos10874	K06963
Skcos10893	K10686
Skcos10936	K12524
Skcos10946	K02873
Skcos10947	K15711
Skcos10965	K06173
Skcos10966	K01476
Skcos10970	K15192
Skcos10975	K08864
Skcos10979	K13102
Skcos10981	K01488
Skcos10987	K09647
Skcos10989	K05305
Skcos10994	K08734
Skcos11012	K11422
Skcos11015	K05291
Skcos11020	K15340
Skcos11028	K14289
Skcos11029	K00940
Skcos11031	K12947
Skcos11034	K11584
Skcos11042	K03321
Skcos11043	K09420
Skcos11048	K01069
Skcos11062	K00910
Skcos11064	K00799
Skcos11065	K03105
Skcos11067	K00889
Skcos11086	K12825
Skcos11099	K08869
Skcos11107	K11599
Skcos11115	K07025
Skcos11117	K14326
Skcos11122	K12179
Skcos11124	K00888
Skcos11130	K10591
Skcos11131	K01164
Skcos11134	K00611
Skcos11140	K06269
Skcos11151	K08592
Skcos11155	K14709
Skcos11166	K16570
Skcos11171	K11836
Skcos11174	K15032
Skcos11181	K00809
Skcos11184	K09969
Skcos11187	K13348
Skcos11196	K06942
Skcos11213	K01414
Skcos11215	K08827
Skcos11227	K00326
Skcos11235	K00049
Skcos11241	K14548
Skcos11243	K02520
Skcos11245	K03106
Skcos11247	K00266
Skcos11249	K01772
Skcos11253	K04083
Skcos11255	K11884
Skcos11257	K01858
Skcos11259	K00088
Skcos11263	K01876
Skcos11264	K00053
Skcos11265	K05542
Skcos11271	K06709
Skcos11276	K12842
Skcos11301	K13126
Skcos11303	K08142
Skcos11309	K07750
Skcos11310	K00930
Skcos11318	K02355
Skcos11321	K12849
Skcos11330	K08246
Skcos11331	K03355
Skcos11333	K13023
Skcos11345	K14764
Skcos11350	K13525
Skcos11357	K15027
Skcos11371	K03116
Skcos11373	K14950
Skcos11375	K01210
Skcos11380	K10405
Skcos11392	K01522
Skcos11393	K15331
Skcos11394	K07015
Skcos11411	K13800
Skcos11414	K02953
Skcos11417	K15296
Skcos11426	K10875
Skcos11438	K00888
Skcos11439	K00726
Skcos11459	K07199
Skcos11462	K09528
Skcos11473	K06671
Skcos11476	K03257
Skcos11482	K10610
Skcos11486	K00898
Skcos11491	K06125
Skcos11512	K12399
Skcos11513	K11583
Skcos11515	K12811
Skcos11519	K13754
Skcos11535	K12571
Skcos11537	K03354
Skcos11540	K14652
Skcos11549	K06638
Skcos11550	K01803
Skcos11565	K04706
Skcos11578	K07393
Skcos11579	K01082
Skcos11596	K10704
Skcos11601	K08311
Skcos11612	K00281
Skcos11618	K00383
Skcos11631	K01872
Skcos11636	K14808
Skcos11640	K05307
Skcos11650	K06980
Skcos11651	K08093
Skcos11653	K01183
Skcos11663	K06628
Skcos11665	K12862
Skcos11667	K00873
Skcos11669	K02293
Skcos11671	K06944
Skcos11672	K10426
Skcos11684	K02738
Skcos11715	K11838
Skcos11736	K00884
Skcos11761	K15449
Skcos11768	K06672
Skcos11788	K18172
Skcos11792	K10395
Skcos11796	K10603
Skcos11808	K02144
Skcos11816	K02510
Skcos11825	K02258
Skcos11832	K14696
Skcos11835	K00790
Skcos11855	K01873
Skcos11860	K10601
Skcos11865	K14753
Skcos11883	K02230
Skcos11887	K02737
Skcos11890	K01259
Skcos11892	K06867
Skcos11897	K13448
Skcos11898	K01520
Skcos11903	K14539
Skcos11905	K15272
Skcos11915	K15979
Skcos11918	K02940
Skcos11924	K05955
Skcos11925	K07204
Skcos11927	K07025
Skcos11945	K02327
Skcos11957	K01507
Skcos11963	K03750
Skcos11969	K03245
Skcos11977	K02219
Skcos11982	K08568
Skcos11985	K02926
Skcos11986	K18162
Skcos11996	K03857
Skcos12019	K06867
Skcos12028	K03263
Skcos12043	K01062
Skcos12046	K01897
Skcos12056	K00472
Skcos12061	K11805
Skcos12062	K09611
Skcos12066	K10598
Skcos12069	K15456
Skcos12072	K10754
Skcos12073	K08333
Skcos12076	K03283
Skcos12087	K12571
Skcos12091	K14404
Skcos12101	K08333
Skcos12104	K02889
Skcos12105	K15216
Skcos12130	K08866
Skcos12151	K00761
Skcos12154	K01534
Skcos12175	K15115
Skcos12179	K12397
Skcos12183	K00799
Skcos12192	K00134
Skcos12200	K05857
Skcos12202	K14376
Skcos12203	K12854
Skcos12214	K14811
Skcos12218	K08678
Skcos12220	K01443
Skcos12226	K10848
Skcos12230	K10849
Skcos12231	K00754
Skcos12235	K00763
Skcos12237	K15728
Skcos12245	K17267
Skcos12248	K00078
Skcos12262	K03010
Skcos12266	K07198
Skcos12269	K03841
Skcos12271	K15196
Skcos12272	K06943
Skcos12273	K00784
Skcos12275	K00765
Skcos12281	K02835
Skcos12284	K17361
Skcos12287	K05283
Skcos12292	K02738
Skcos12293	K07910
Skcos12296	K00814
Skcos12297	K00752
Skcos12309	K08860
Skcos12322	K01191
Skcos12327	K15109
Skcos12336	K02324
Skcos12338	K01889
Skcos12358	K00799
Skcos12359	K10885
Skcos12361	K17506
Skcos12368	K00600
Skcos12377	K01265
Skcos12380	K03018
Skcos12405	K11718
Skcos12406	K00799
Skcos12417	K02183
Skcos12428	K02331
Skcos12434	K02905
Skcos12435	K00993
Skcos12438	K16075
Skcos12439	K01768
Skcos12444	K15272
Skcos12447	K12603
Skcos12449	K06185
Skcos12451	K02151
Skcos12454	K01809
Skcos12475	K12663
Skcos12485	K02864
Skcos12492	K12900
Skcos12530	K14574
Skcos12539	K17618
Skcos12541	K04077
Skcos12550	K01689
Skcos12562	K00630
Skcos12582	K00681
Skcos12583	K15542
Skcos12586	K13253
Skcos12593	K14572
Skcos12598	K10747
Skcos12610	K00228
Skcos12618	K01872
Skcos12619	K03283
Skcos12625	K10754
Skcos12626	K11858
Skcos12645	K10808
Skcos12658	K09518
Skcos12659	K08994
Skcos12677	K03511
Skcos12691	K00106
Skcos12698	K02213
Skcos12705	K11986
Skcos12711	K04728
Skcos12721	K01256
Skcos12724	K13950
Skcos12730	K00940
Skcos12733	K13993
Skcos12734	K01880
Skcos12743	K00914
Skcos12745	K00759
Skcos12747	K02734
Skcos12756	K15498
Skcos12772	K14306
Skcos12782	K12871
Skcos12786	K14816
Skcos12795	K01836
Skcos12807	K10529
Skcos12814	K02836
Skcos12818	K10960
Skcos12821	K02894
Skcos12825	K11865
Skcos12828	K01702
Skcos12831	K13789
Skcos12834	K06633
Skcos12837	K14401
Skcos12840	K16219
Skcos12842	K01014
Skcos12851	K12184
Skcos12853	K00485
Skcos12854	K06634
Skcos12866	K09660
Skcos12875	K06127
Skcos12877	K01269
Skcos12880	K03596
Skcos12897	K02727
Skcos12904	K07735
Skcos12910	K09391
Skcos12917	K01835
Skcos12919	K12837
Skcos12923	K14558
Skcos12925	K07497
Skcos12940	K00729
Skcos12941	K00161
Skcos12947	K11981
Skcos12951	K11713
Skcos12954	K12817
Skcos12956	K10580
Skcos12959	K17757
Skcos12965	K10570
Skcos12973	K07238
Skcos12977	K11578
Skcos13021	K01893
Skcos13032	K17262
Skcos13038	K06636
Skcos13047	K00565
Skcos13060	K00509
Skcos13061	K10085
Skcos13063	K00486
Skcos13065	K00236
Skcos13073	K01792
Skcos13074	K12492
Skcos13076	K06877
Skcos13085	K12883
Skcos13089	K17065
Skcos13091	K06694
Skcos13095	K14965
Skcos13102	K01652
Skcos13105	K03680
Skcos13106	K02350
Skcos13108	K07304
Skcos13113	K01419
Skcos13114	K14457
Skcos13115	K03517
Skcos13120	K00940
Skcos13126	K01953
Skcos13130	K14802
Skcos13135	K01304
Skcos13139	K06883
Skcos13140	K15446
Skcos13141	K00140
Skcos13148	K07112
Skcos13149	K11204
Skcos13152	K14572
Skcos13155	K11423
Skcos13156	K01007
Skcos13157	K09420
Skcos13158	K05955
Skcos13174	K14286
Skcos13186	K01312
Skcos13190	K01759
Skcos13199	K01930
Skcos13215	K02925
Skcos13219	K00791
Skcos13223	K00863
Skcos13231	K06176
Skcos13234	K01724
Skcos13242	K00587
Skcos13245	K12373
Skcos13248	K02335
Skcos13251	K08493
Skcos13254	K02945
Skcos13258	K15443
Skcos13267	K08151
Skcos13269	K03553
Skcos13281	K03845
Skcos13283	K01490
Skcos13288	K01280
Skcos13300	K01934
Skcos13309	K00029
Skcos13325	K10903
Skcos13329	K11374
Skcos13343	K00901
Skcos13347	K11863
Skcos13373	K10737
Skcos13423	K00102
Skcos13424	K01802
Skcos13474	K03648
Skcos13490	K03164
Skcos13501	K17907
Skcos13518	K00938
Skcos13519	K01142
Skcos13531	K01510
Skcos13547	K01586
Skcos13552	K00731
Skcos13556	K00294
Skcos13560	K03715
Skcos13564	K10730
Skcos13565	K17422
Skcos13568	K00999
Skcos13574	K00799
Skcos13576	K01514
Skcos13578	K15287
Skcos13579	K12872
Skcos13581	K03637
Skcos13598	K13754
Skcos13612	K01810
Skcos13625	K01638
Skcos13631	K10807
Skcos13636	K01230
Skcos13646	K14777
Skcos13648	K03953
Skcos13658	K10569
Skcos13662	K03801
Skcos13664	K12662
Skcos13666	K12347
Skcos13670	K14847
Skcos13671	K12584
Skcos13684	K00750
Skcos13694	K06631
Skcos13696	K14557
Skcos13704	K03027
Skcos13710	K02212
Skcos13714	K08869
Skcos13716	K17972
Skcos13727	K00218
Skcos13728	K13539
Skcos13730	K06072
Skcos13731	K05863
Skcos13735	K14950
Skcos13750	K00072
Skcos13753	K06184
Skcos13760	K12735
Skcos13768	K00327
Skcos13769	K03165
Skcos13774	K14766
Skcos13777	K08903
Skcos13785	K01115
Skcos13789	K10878
Skcos13793	K08683
Skcos13794	K02872
Skcos13799	K06990
Skcos13818	K16055
Skcos13841	K01697
Skcos13842	K14827
Skcos13845	K11996
Skcos13856	K03131
Skcos13857	K11548
Skcos13869	K14411
Skcos13876	K11267
Skcos13879	K00850
Skcos13880	K02146
Skcos13901	K14833
Skcos13911	K08850
Skcos13939	K00901
Skcos13950	K17301
Skcos13951	K10413
Skcos13954	K00285
Skcos13959	K08293
Skcos13965	K11858
Skcos13985	K12860
Skcos13986	K06947
Skcos13995	K10691
Skcos13996	K03125
Skcos13997	K03178
Skcos14002	K03259
Skcos14004	K17686
Skcos14015	K01597
Skcos14018	K12843
Skcos14019	K10364
Skcos14029	K11126
Skcos14031	K03696
Skcos14035	K01634
Skcos14049	K01267
Skcos14065	K08852
Skcos14075	K02879
Skcos14081	K01265
Skcos14085	K03327
Skcos14087	K16302
Skcos14094	K14006
Skcos14098	K03259
Skcos14099	K01835
Skcos14102	K00889
Skcos14105	K04371
Skcos14111	K00936
Skcos14113	K04615
Skcos14115	K11341
Skcos14128	K01802
Skcos14167	K13507
Skcos14170	K05868
Skcos14176	K14553
Skcos14184	K14400
Skcos14186	K09523
Skcos14191	K09567
Skcos14196	K02980
Skcos14213	K17424
Skcos14216	K00981
Skcos14246	K02949
Skcos14248	K14290
Skcos14249	K01770
Skcos14254	K01803
Skcos14255	K01669
Skcos14266	K03178
Skcos14278	K03168
Skcos14288	K07555
Skcos14292	K08823
Skcos14298	K01598
Skcos14306	K12304
Skcos14324	K14564
Skcos14327	K01669
Skcos14352	K00942
Skcos14382	K00228
Skcos14390	K15544
Skcos14393	K09647
Skcos14396	K01950
Skcos14403	K03002
Skcos14415	K03358
Skcos14422	K01870
Skcos14426	K04508
Skcos14431	K03144
Skcos14438	K03564
Skcos14458	K04564
Skcos14470	K10773
Skcos14475	K09259
Skcos14479	K00773
Skcos14489	K02726
Skcos14512	K01881
Skcos14521	K12828
Skcos14543	K06066
Skcos14557	K07466
Skcos14583	K00891
Skcos14585	K03255
Skcos14604	K09500
Skcos14616	K17086
Skcos14622	K02147
Skcos14627	K09667
Skcos14629	K02975
Skcos14631	K00765
Skcos14636	K11996
Skcos14644	K14550
Skcos14653	K00262
Skcos14654	K08825
Skcos14655	K13207
Skcos14656	K07238
Skcos14661	K15982
Skcos14668	K03062
Skcos14679	K03008
Skcos14694	K03527
Skcos14698	K00001
Skcos14708	K03801
Skcos14722	K15637
Skcos14750	K11824
Skcos14752	K14798
Skcos14782	K08835
Skcos14783	K07126
Skcos14794	K04507
Skcos14801	K14191
Skcos14803	K10839
Skcos14830	K07023
Skcos14832	K00469
Skcos14839	K00816
Skcos14842	K10728
Skcos14847	K14011
Skcos14850	K00767
Skcos14879	K02367
Skcos14881	K15356
Skcos14889	K12864
Skcos14908	K02922
Skcos14910	K08776
Skcos14916	K05692
Skcos14921	K10632
Skcos14930	K01469
Skcos14937	K15332
Skcos14944	K03035
Skcos14945	K01914
Skcos14959	K15276
Skcos14978	K14950
Skcos14982	K03147
Skcos15013	K06130
Skcos15015	K01764
Skcos15028	K01939
Skcos15034	K09571
Skcos15036	K00033
Skcos15038	K02905
Skcos15059	K02221
Skcos15062	K02146
Skcos15081	K00417
Skcos15082	K12373
Skcos15085	K17790
Skcos15088	K07390
Skcos15092	K01358
Skcos15100	K03783
Skcos15106	K00223
Skcos15108	K14753
Skcos15115	K15128
Skcos15122	K13111
Skcos15123	K10773
Skcos15147	K01784
Skcos15162	K02974
Skcos15188	K13108
Skcos15190	K14765
Skcos15193	K09560
Skcos15198	K16056
Skcos15205	K03868
Skcos15209	K11662
Skcos15210	K16569
Skcos15223	K02906
Skcos15224	K00509
Skcos15234	K03038
Skcos15245	K14400
Skcos15262	K14312
Skcos15269	K03648
Skcos15271	K00894
Skcos15272	K09651
Skcos15274	K15025
Skcos15286	K13431
Skcos15292	K00264
Skcos15295	K00323
Skcos15307	K11718
Skcos15330	K12874
Skcos15335	K03094
Skcos15339	K02938
Skcos15347	K14573
Skcos15349	K00914
Skcos15355	K11644
Skcos15368	K16302
Skcos15378	K12857
Skcos15381	K10755
Skcos15409	K00710
Skcos15416	K00679
Skcos15419	K12835
Skcos15422	K15436
Skcos15424	K00921
Skcos15448	K08856
Skcos15449	K00464
Skcos15452	K04382
Skcos15454	K00627
Skcos15455	K04649
Skcos15456	K06126
Skcos15460	K13242
Skcos15469	K06072
Skcos15484	K00859
Skcos15500	K10249
Skcos15517	K14560
Skcos15518	K08504
Skcos15524	K12183
Skcos15545	K10276
Skcos15550	K15849
Skcos15552	K00888
Skcos15553	K08486
Skcos15558	K12850
Skcos15560	K09495
Skcos15594	K00654
Skcos15638	K03130
Skcos15640	K03145
Skcos15664	K00323
Skcos15672	K01090
Skcos15673	K00942
Skcos15686	K01120
Skcos15690	K06100
Skcos15695	K03531
Skcos15700	K06675
Skcos15706	K08869
Skcos15708	K13094
Skcos15712	K03438
Skcos15729	K00849
Skcos15739	K04564
Skcos15756	K14799
Skcos15760	K00486
Skcos15784	K10798
Skcos15791	K03178
Skcos15802	K00604
Skcos15805	K03165
Skcos15814	K03353
Skcos15834	K17609
Skcos15837	K03841
Skcos15839	K09490
Skcos15844	K08675
Skcos15846	K02987
Skcos15854	K02148
Skcos15864	K03644
Skcos15867	K02959
Skcos15872	K08568
Skcos15882	K00943
Skcos15889	K13421
Skcos15908	K13989
Skcos15930	K08963
Skcos15959	K06013
Skcos15962	K09250
Skcos15963	K11840
Skcos15966	K06178
Skcos15967	K00311
Skcos15976	K03515
Skcos15986	K01922
Skcos16001	K11981
Skcos16003	K17427
Skcos16006	K13346
Skcos16009	K05956
Skcos16010	K02729
Skcos16016	K08994
Skcos16025	K01462
Skcos16028	K12737
Skcos16035	K01802
Skcos16043	K01867
Skcos16048	K00640
Skcos16057	K14843
Skcos16058	K02727
Skcos16089	K03521
Skcos16099	K13412
Skcos16122	K16810
Skcos16139	K01315
Skcos16141	K14721
Skcos16148	K03843
Skcos16152	K09493
Skcos16157	K01507
Skcos16168	K03671
Skcos16169	K00390
Skcos16180	K01693
Skcos16195	K12947
Skcos16213	K09549
Skcos16220	K17969
Skcos16241	K17263
Skcos16282	K10960
Skcos16283	K12869
Skcos16284	K11488
Skcos16287	K05765
Skcos16288	K04798
Skcos16295	K12183
Skcos16297	K03526
Skcos16303	K12599
Skcos16313	K12189
Skcos16316	K01534
Skcos16320	K13350
Skcos16322	K00981
Skcos16327	K17500
Skcos16348	K13354
Skcos16385	K06693
Skcos16392	K00641
Skcos16417	K14856
Skcos16422	K01724
Skcos16427	K01665
Skcos16431	K12493
Skcos16438	K10589
Skcos16446	K01778
Skcos16486	K01737
Skcos16497	K09834
Skcos16503	K09765
Skcos16517	K07575
Skcos16518	K10144
Skcos16526	K01303
Skcos16538	K01166
Skcos16540	K17989
Skcos16546	K08874
Skcos16561	K12815
Skcos16563	K06443
Skcos16567	K03941
Skcos16581	K05316
Skcos16590	K11292
Skcos16592	K00297
Skcos16594	K00940
Skcos16595	K12397
Skcos16654	K12626
Skcos16661	K02957
Skcos16663	K01265
Skcos16675	K13110
Skcos16684	K02896
Skcos16685	K02115
Skcos16702	K00411
Skcos16703	K09833
Skcos16707	K02984
Skcos16711	K01535
Skcos16722	K00826
Skcos16746	K03235
Skcos16748	K10436
Skcos16751	K08515
Skcos16771	K13024
Skcos16774	K09123
Skcos16786	K14864
Skcos16799	K17616
Skcos16810	K03000
Skcos16813	K03239
Skcos16815	K04499
Skcos16819	K15542
Skcos16841	K02902
Skcos16843	K14297
Skcos16856	K12829
Skcos16857	K03283
Skcos16858	K07126
Skcos16866	K13274
Skcos16871	K02553
Skcos16883	K14209
Skcos16889	K01738
Skcos16907	K06965
Skcos16915	K01519
Skcos16930	K14309
Skcos16946	K10661
Skcos16957	K00873
Skcos16958	K00517
Skcos16989	K13176
Skcos16991	K03495
Skcos16996	K17424
Skcos16997	K03885
Skcos17021	K10582
Skcos17024	K08517
Skcos17035	K02154
Skcos17045	K02957
Skcos17047	K01834
Skcos17067	K06669
Skcos17077	K03696
Skcos17094	K02377
Skcos17100	K06176
Skcos17102	K10684
Skcos17129	K15437
Skcos17155	K14563
Skcos17161	K17616
Skcos17187	K07390
Skcos17206	K13289
Skcos17215	K08901
Skcos17218	K02947
Skcos17224	K00826
Skcos17258	K14411
Skcos17277	K00784
Skcos17288	K07877
Skcos17292	K07002
Skcos17295	K01365
Skcos17305	K15335
Skcos17310	K09540
Skcos17349	K10846
Skcos17366	K13107
Skcos17374	K01092
Skcos17376	K09529
Skcos17379	K03255
Skcos17384	K02183
Skcos17390	K13348
Skcos17421	K00611
Skcos17422	K07305
Skcos17425	K00472
Skcos17454	K04079
Skcos17459	K01939
Skcos17460	K06630
Skcos17470	K03531
Skcos17481	K00231
Skcos17494	K00548
Skcos17513	K06158
Skcos17515	K00423
Skcos17548	K02993
Skcos17559	K04564
Skcos17560	K01870
Skcos17561	K00434
Skcos17568	K02901
Skcos17572	K13094
Skcos17588	K02604
Skcos17595	K04708
Skcos17605	K08568
Skcos17624	K07152
Skcos17625	K15027
Skcos17632	K00434
Skcos17636	K06944
Skcos17692	K03025
Skcos17700	K14550
Skcos17704	K11165
Skcos17719	K14358
Skcos17738	K10847
Skcos17739	K11097
Skcos17771	K02903
Skcos17773	K14012
Skcos17794	K07004
Skcos17830	K15634
Skcos17831	K00286
Skcos17832	K08334
Skcos17834	K11430
Skcos17836	K02144
Skcos17837	K14786
Skcos17848	K03660
Skcos17866	K01724
Skcos17883	K02137
Skcos17885	K06942
Skcos17886	K02134
Skcos17887	K10144
Skcos17888	K13091
Skcos17894	K03654
Skcos17907	K12622
Skcos17919	K08596
Skcos17931	K14768
Skcos17935	K00599
Skcos17937	K01008
Skcos17938	K13115
Skcos17939	K00586
Skcos17942	K16833
Skcos17949	K00026
Skcos17960	K01609
Skcos17965	K00366
Skcos17999	K15292
Skcos18007	K16339
Skcos18015	K08303
Skcos18035	K00627
Skcos18042	K01495
Skcos18049	K01529
