Short ID	Description	MMETSP_ID	S1	S2	S3	S4	S5	+N	-N	+P	-P	Control	Up -N v +N	Dn -N v +N	Up -P v +P	Dn_-P_v_+P
Throt2249	Locus1886v1rpkm50.03		0	0	0	0	0	1.162460714	0.837852851	0	3.900598971	0	0	0	1	0
Throt22298	Locus73337v1rpkm0.00		140.5473476	7.365511676	181.7472168	343.5120502	393.8694697	163.4710379	174.5526773	91.22522212	334.0748296	124.0222291	0	0	1	0
Throt2214	Locus1855v1rpkm50.73		2063.618374	154.8072722	649.7198834	1061.719162	1142.13413	437.9570741	766.9146432	291.0395581	732.6242656	300.3864801	0	0	1	0
Throt2177	Locus1825v1rpkm51.80		0.063885158	9.99605156	0.528334933	0.748392266	0	4.213920089	0.837852851	0.518325126	5.047833963	0.773527417	0	0	1	0
Throt217	Locus214v1rpkm504.51		1027.081685	2492.43654	882.583505	1429.678693	354.3951903	205.7555464	115.9029778	123.6205425	349.9066724	108.2938383	0	0	1	0
Throt2156	Locus1807v1rpkm52.20		8.177300223	13.94186139	23.5109045	17.7119503	21.13445935	11.47929955	26.81129124	27.2120691	6.424515953	20.88524025	0	0	0	1
Throt2150	Locus1801v1rpkm52.31		374.3670259	19.20294115	130.4987284	89.55760787	101.6550028	52.16542455	153.6063561	59.86655201	71.58746347	144.9074694	1	0	0	0
Throt2146	Locus1797v1rpkm52.44		11.37155812	2.49901289	7.660856523	10.22802764	9.431907479	5.812303571	2.792842838	1.295812814	11.93124391	3.60979461	0	0	1	0
Throt2108	Locus1768v1rpkm53.23		0	2.893593873	0	0.748392266	0.349329907	2.179613839	0.279284284	0	3.671151973	0	0	0	1	0
Throt210	Locus208v1rpkm513.63		0.127770316	0.526107977	0	0	0	1.307768304	0.558568568	0.259162563	4.13004597	0	0	0	1	0
Throt21	Locus21v1rpkm28247.33		875.0350091	223.5958902	240.6565618	359.727216	218.3311917	123.0755281	396.0251144	272.6390161	219.1218834	339.8363783	1	0	1	1
Throt2091	Locus1756v1rpkm53.51		3.322028216	11.96895647	11.22711732	3.243033154	4.541288786	7.410687054	13.40564562	15.80891633	4.588939966	10.05585641	0	0	0	1
Throt209	Locus207v1rpkm514.21		2901.855532	254.5047338	1385.822528	1325.652168	1354.352048	643.2766978	1639.119461	1037.427739	757.8634354	822.0018013	1	0	0	1
Throt20807	Locus70486v1rpkm0.00		358.4596215	1061.685897	760.1418843	652.3485921	891.3152568	539.6723866	806.0144429	1104.29168	466.6951946	978.2543394	0	0	0	1
Throt20787	Locus70445v1rpkm0.00		305.4988255	63.26448421	188.7476547	117.2481217	52.22482104	40.97674018	234.0402298	141.5027593	45.43050567	143.3604145	1	0	0	1
Throt20361	Locus23635v4rpkm0.79		438.5716096	1260.817766	936.3415844	825.2272057	1104.05717	664.2009906	1012.964097	1331.577248	576.3708598	1215.985099	0	0	0	1
Throt20285	Locus23571v1rpkm1.47		14.18250508	36.56450439	31.83217969	14.71838124	20.61046449	13.36829821	21.22560557	34.72778342	13.0784789	18.04897305	0	0	0	1
Throt20284	Locus23570v1rpkm1.47		984.0230886	2704.195001	1982.576835	1716.562395	2309.420013	1343.078048	2115.578449	2890.958388	1265.170749	2594.92664	0	0	0	1
Throt20235	Locus23521v1rpkm1.48		1744.192584	6489.410367	3965.15367	4808.170847	3707.088969	2678.890716	4222.219802	5202.947611	1984.945982	5093.420195	0	0	0	1
Throt2013	Locus1692v1rpkm55.11		0.063885158	1.446796936	0.132083733	0.249464089	0.174664953	0.871845536	0.279284284	0	2.982810978	0.773527417	0	0	1	0
Throt20127	Locus23426v1rpkm1.50		1802.839159	4981.716433	3592.413375	3052.44259	4205.058751	2408.763908	3918.91707	5292.099533	2300.665052	4805.925839	0	0	0	1
Throt20102	Locus23402v1rpkm1.51		905.5721146	2460.475481	1796.867106	1491.296323	2078.33828	1209.10445	1870.087564	2634.387451	1141.039923	2367.767422	0	0	0	1
Throt20004	Locus23317v1rpkm1.53		21.97649435	75.49649467	30.24717489	18.95927075	9.606572433	13.80422098	39.93765258	38.3560593	19.04410086	40.99695308	1	0	0	0
Throt200	Locus198v1rpkm545.04		2.299865688	5.524133757	4.887098127	9.479635373	6.986598133	4.795150446	3.630695689	0.259162563	6.88340995	4.641164499	1	0	1	0
Throt19992	Locus23308v1rpkm1.54		1695.384323	4717.215647	3407.099897	2862.350955	3917.210908	2268.542084	3651.64201	5010.908152	2198.561138	4573.351929	0	0	0	1
Throt19990	Locus23306v1rpkm1.54		9.646658857	26.30539884	21.39756477	13.72052488	11.70255187	6.684149107	22.62202698	16.84556658	12.61958491	16.24407575	1	0	0	0
Throt19950	Locus23280v1rpkm1.54		1214.967935	3339.996491	2408.546874	2003.196633	2756.736958	1592.425871	2507.135015	3548.194648	1543.260511	3228.961279	0	0	0	1
Throt19911	Locus23243v1rpkm1.55		117.8042313	442.4568085	294.2825575	323.8043872	256.7574814	203.430625	325.0869063	333.2830558	127.1136371	358.1431938	0	0	0	1
Throt19910	Locus23242v1rpkm1.55		7.921759591	6.970930693	15.05754558	4.739817687	2.09597944	1.017153125	3.909979973	6.219901508	0.458893997	5.93037686	0	0	0	1
Throt1987	Locus1672v1rpkm55.87		0.766621896	6.970930693	3.566260795	2.744104976	2.445309346	3.777997321	2.792842838	0.777487688	6.195068955	0.515684944	0	0	1	0
Throt19862	Locus23202v2rpkm0.57		12.58537613	39.58962526	45.56888794	17.21302213	22.88110888	32.5489	52.50544535	39.65187211	14.2257139	23.97934991	0	0	0	1
Throt19811	Locus23156v1rpkm1.57		1.086047686	3.945809826	4.755014394	2.744104976	4.71595374	6.974764286	4.46854854	14.51310352	4.588939966	5.414691916	0	0	0	1
Throt19805	Locus23151v2rpkm1.52		59.47708209	234.1180497	225.3348488	62.36602219	93.62041498	131.2127531	216.1660356	216.1415774	57.82064358	116.5447974	0	0	0	1
Throt19804	Locus23151v1rpkm1.57		7.34679317	22.49111601	12.54795465	11.47534808	20.78512945	14.38545134	9.774949931	24.62044347	6.195068955	23.72150744	0	0	0	1
Throt19702	Locus23059v1rpkm1.60		482.0135171	34.72312647	182.2755518	189.3432434	243.4829449	77.59425268	325.0869063	95.89014825	100.2683383	110.3565781	1	0	0	0
Throt1964	Locus1652v1rpkm56.33		0.894392212	5.918714739	1.981255997	1.99571271	1.921314487	1.743691071	1.396421419	0.259162563	4.359492968	1.547054833	0	0	1	0
Throt19638	Locus23003v1rpkm1.61		4.088650112	13.28422641	15.05754558	5.987138131	8.209252806	12.35114509	17.31562559	14.77226608	4.588939966	7.219589221	0	0	0	1
Throt19545	Locus22922v1rpkm1.63		13.41588318	21.57042705	28.39800263	56.62834815	10.65456215	20.77898527	25.97343839	48.20423669	15.37294889	59.3037686	0	0	0	1
Throt19529	Locus22909v1rpkm1.64		1368.931166	3754.174996	2710.226121	2252.161793	3099.429597	1793.967497	2837.528323	3961.299773	1731.407049	3601.801494	0	0	0	1
Throt195	Locus194v1rpkm560.82		1157.279637	81.94131739	451.1980325	407.6243211	463.3861212	223.3377647	694.0214451	264.6049766	270.976905	305.5433295	1	0	0	1
Throt19486	Locus22871v1rpkm1.65		1104.318841	3075.232652	2271.311875	1962.284522	2617.179661	1543.457213	2457.701697	3293.178686	1450.105029	2967.509012	0	0	0	1
Throt19469	Locus22856v1rpkm1.65		1110.579587	3077.600137	2219.138801	1888.443152	2603.381129	1467.606652	2380.060666	3260.005878	1427.848671	2926.512059	0	0	0	1
Throt19446	Locus22840v1rpkm1.66		2.108210214	21.57042705	7.132521591	5.737674042	25.85041309	6.974764286	11.17137135	15.29059121	4.818386965	15.21270586	0	0	0	1
Throt19427	Locus22824v3rpkm1.04		10.7965917	33.40785653	22.98256957	18.70980666	15.37051589	9.590300893	32.95554548	24.10211834	15.37294889	19.85387036	1	0	0	0
Throt19396	Locus22801v1rpkm1.67		227.8783586	688.6753417	499.0123439	425.8351995	586.1755833	360.0722062	546.280059	703.6263581	305.3939548	631.7140568	0	0	0	1
Throt19370	Locus22778v1rpkm1.67		1473.89448	160.1998789	439.1784128	582.2491832	339.8979992	222.901842	747.9233119	650.4980327	372.8513723	767.8548821	1	0	0	0
Throt19327	Locus22744v1rpkm1.69		2024.392887	5530.841633	3975.456201	3354.543602	4565.217885	2608.12592	4317.455743	5827.011063	2603.764537	5343.269551	0	0	0	1
Throt19309	Locus22727v1rpkm1.69		61.64917747	300.4076548	237.4865522	82.07368521	72.13662572	137.7515946	226.2202698	223.9164543	72.27580447	186.1622649	0	0	0	1
Throt19296	Locus22715v1rpkm1.69		0	0.263053988	2.377507197	0.498928178	2.6199743	3.632689732	1.117137135	0.518325126	4.588939966	0.515684944	0	0	1	0
Throt19284	Locus15143v3rpkm0.74		63.1185361	238.8530215	149.7829534	179.863608	151.6091795	105.0573871	175.9490988	180.3771437	59.88566656	183.3259977	0	0	0	1
Throt19237	Locus15109v1rpkm5.41		2086.169834	5740.890243	4166.977614	3499.232773	4802.412892	2738.612135	4490.05343	6072.43801	2656.078453	5536.909247	0	0	0	1
Throt19215	Locus15090v1rpkm5.42		13.60753865	48.79651485	36.05885915	19.20873484	16.76783552	10.31683884	33.79339833	30.32201985	14.91405489	32.48815149	1	0	0	0
Throt19196	Locus15074v1rpkm5.44		32.26200479	137.7087629	118.2149412	37.41961332	36.50497524	72.36317946	108.9208707	104.9608379	37.62930772	95.4017147	0	0	0	1
Throt1919	Locus1616v1rpkm57.36		1639.357039	135.604331	602.5659907	517.139056	619.0125946	298.4617884	940.6294677	355.8301988	376.7519712	392.6940851	1	0	0	1
Throt19185	Locus15065v1rpkm5.44		23.44585298	105.6161763	92.19444575	29.43676248	27.07306776	57.54180536	90.76739222	82.67285754	32.81092076	77.61058412	0	0	0	1
Throt1914	Locus1614v2rpkm5.14_PRE		23.76527877	270.2879731	116.3657689	85.81564654	338.3260146	79.62855893	121.4886634	202.9242867	81.9125784	185.3887375	0	0	0	1
Throt19108	Locus15008v1rpkm5.48		1314.628781	3673.417421	2697.942334	2289.331943	3113.577458	1814.455867	2902.880845	3876.294452	1705.250091	3545.07615	0	0	0	1
Throt19107	Locus15007v1rpkm5.48		119.5930158	572.9315868	395.7228646	134.7106079	132.5706996	238.7403692	395.7458301	442.6496573	120.9185681	323.3344601	0	0	0	1
Throt19100	Locus15002v1rpkm5.48		21.27375761	71.68221184	58.38101006	31.1830111	25.50108318	17.5822183	46.3611911	43.53931056	25.92751081	46.66948746	1	0	0	0
Throt19033	Locus14952v1rpkm5.53		69.82647769	350.1248586	215.5606525	76.33601116	83.48984769	129.0331393	201.6432529	247.5002475	69.06354649	177.1377784	0	0	0	1
Throt18930	Locus14869v3rpkm0.37_PRE		1079.275859	3018.41299	2245.29138	1944.822036	2595.695871	1533.576297	2433.683249	3230.461346	1408.575123	2936.052231	0	0	0	1
Throt18929	Locus14869v2rpkm0.41_PRE		1079.148089	3019.333679	2245.951799	1943.82418	2595.521206	1533.43099	2433.962533	3229.165533	1410.181252	2935.020861	0	0	0	1
Throt18859	Locus14811v2rpkm0.72		19.6127435	67.34182103	82.94858443	28.18944203	37.55296496	51.00296384	77.64103088	76.45295603	22.48580584	43.5753778	0	0	0	1
Throt18836	Locus14797v1rpkm5.65		23.5736233	105.8792303	94.70403668	27.19158568	25.32641823	61.0291875	92.16381364	81.11788217	29.59866278	75.54784435	0	0	0	1
Throt18817	Locus14783v1rpkm5.66		71.9346879	321.0573929	250.1665906	111.5104477	149.5132	131.0674455	223.9859956	238.6887204	97.28552729	212.7200395	0	0	0	1
Throt18754	Locus14734v1rpkm5.70		33.28416732	106.2738113	85.19400789	48.39603322	39.82360936	25.86475089	70.93820807	59.60738945	39.46488371	67.03904277	1	0	0	0
Throt18730	Locus14712v2rpkm3.88		10.66882139	41.69405716	25.0959093	13.2215967	12.40121169	8.427840179	27.64914409	21.25133015	13.5373729	22.94798002	1	0	0	0
Throt187	Locus186v1rpkm595.97		192.6776365	30.25120867	108.5728287	121.9879394	123.1387921	46.49842857	223.7067113	62.7173402	89.02543535	62.91356321	1	0	0	0
Throt18670	Locus14664v1rpkm5.74		756.2086152	2068.788092	1498.622036	1283.243273	1767.085333	1012.212667	1573.766939	2190.182818	938.2087761	1989.254673	0	0	0	1
Throt18622	Locus14628v3rpkm0.35_PRE		309.8430163	934.6308208	693.3075154	599.4622053	781.974996	478.2072763	749.8783019	986.8910392	410.251233	894.7133784	0	0	0	1
Throt18577	Locus14595v1rpkm5.80		53.08856629	233.1973607	213.843564	66.85637579	63.57804301	132.8111366	199.9675472	203.4426118	61.95068955	168.6289768	0	0	0	1
Throt18543	Locus14565v1rpkm5.82		16.67402624	72.07679282	65.64561538	80.82636476	57.46476964	47.5155817	103.335185	130.6179317	30.97534477	103.3948313	0	0	0	1
Throt18519	Locus14546v1rpkm5.83		264.2928986	788.6358573	577.0738302	486.7044372	649.9282913	404.2457134	601.5783472	823.8777872	364.1323863	739.4922102	0	0	0	1
Throt18467	Locus14513v1rpkm5.86		63.62961736	112.587107	110.5540847	125.7299007	64.10203787	191.3700951	72.61391378	74.12049297	167.4963088	84.05664593	0	1	1	0
Throt18449	Locus14500v1rpkm5.87		56.66613514	277.3904308	218.8627458	66.6069117	62.53005329	131.0674455	206.1118014	216.1415774	69.29299349	170.1760316	0	0	0	1
Throt18420	Locus14476v1rpkm5.89		59.60485241	196.8959103	172.5013555	110.0136631	150.7358547	70.32887321	159.471326	152.6467495	96.82663329	147.7437366	1	0	0	0
Throt1840	Locus1558v1rpkm59.04		0.063885158	1.052215954	1.717088531	1.247320444	1.397319627	2.906151786	1.396421419	1.036650251	5.50672796	2.062739777	0	0	1	0
Throt18394	Locus14456v1rpkm5.90		22.10426467	77.60092658	87.43943135	33.4281879	41.9195888	60.88387991	93.83951934	82.41369498	26.6158518	56.98318635	0	0	0	1
Throt18375	Locus14441v3rpkm0.83		79.34536623	341.049496	299.0375719	109.514735	118.9468332	176.548721	281.518558	306.8484744	103.4805962	245.9817185	0	0	0	1
Throt18374	Locus14441v2rpkm1.32		72.19022854	317.637691	275.5266674	89.30814378	92.0484304	165.214729	255.2658353	275.7489668	87.87820036	223.5494234	0	0	0	1
Throt18364	Locus14432v1rpkm5.92		13.35199802	43.93001606	31.70009596	28.68837021	31.26502664	23.68513705	34.3519669	36.02359623	12.84903191	38.67637083	0	0	0	1
Throt18352	Locus14422v1rpkm5.93		25.17075225	105.8792303	97.34571134	30.93354701	26.72373786	61.61041786	89.65025508	82.67285754	30.28700378	79.93116637	0	0	0	1
Throt18345	Locus14419v1rpkm5.93		175.4286439	669.7354545	427.4229605	503.9174593	418.3225632	284.9481826	457.1883725	521.694239	197.5538656	511.8173073	0	0	0	1
Throt18178	Locus14292v1rpkm6.04		2.619291478	26.69997982	8.585442656	5.488209953	28.64505234	6.538841518	11.17137135	19.17802965	5.50672796	17.53328811	0	0	0	1
Throt18156	Locus14276v1rpkm6.04		3.002602426	15.9147663	14.52921065	3.99142542	2.969304206	9.444993304	12.84707705	12.95812814	3.671151973	8.508801582	0	0	0	1
Throt18150	Locus14271v1rpkm6.05		840.6647941	2567.538454	1867.399819	1318.417709	1768.133322	1223.780517	1910.863069	2530.722426	1018.744673	2154.78954	0	0	0	1
Throt18045	Locus14186v1rpkm6.11		2478.74413	122.0570506	603.0943256	548.5715312	601.3714343	321.7110027	790.374523	553.5712342	396.2549661	533.7339174	1	0	0	0
Throt18044	Locus14185v1rpkm6.11		670.410848	76.41718363	237.618636	302.1010115	322.6061688	100.116929	567.7849489	167.9373407	235.8715143	158.3152779	1	0	0	0
Throt18001	Locus14153v1rpkm6.14		24.85132646	84.17727629	33.94551942	19.70766301	13.62386636	13.65891339	38.54123116	41.98433518	19.96188885	52.34202185	1	0	0	0
Throt180	Locus179v1rpkm624.58		4777.012689	753.3866228	2075.960034	3269.975276	2004.105674	1064.668707	2749.553774	2247.716907	1449.646135	2226.985432	1	0	0	0
Throt18	Locus18v1rpkm37345.18		7231.927655	448.3755232	2122.321424	4485.114852	4105.325063	1937.967318	1481.044557	662.9378357	3308.625716	813.7508422	1	1	1	1
Throt17982	Locus14138v1rpkm6.15		270.9369551	874.9175655	631.2281608	511.401382	699.882468	404.2457134	658.8316254	803.1447822	363.4440453	760.8931354	0	0	0	1
Throt17960	Locus14123v2rpkm5.10		19.29331771	89.96446404	76.8727327	22.70123208	22.53177898	49.11396518	72.89319806	63.23566533	25.23916981	57.49887129	0	0	0	1
Throt17896	Locus14075v1rpkm6.19		37.05339164	164.8033237	141.3295945	42.65835918	41.57025889	90.52662812	138.804289	136.0603455	43.59492968	116.5447974	0	0	0	1
Throt1785	Locus1517v1rpkm60.36		0.95827737	4.471917803	1.320837332	2.494640888	2.270644393	2.324921429	0.837852851	1.295812814	7.342303946	1.031369889	0	0	1	0
Throt17739	Locus13958v3rpkm0.86		8.943922119	28.54135774	35.00218929	13.72052488	17.29183038	22.37736875	36.86552546	30.32201985	9.636773929	16.50191822	0	0	0	1
Throt17650	Locus13887v2rpkm2.19		32.26200479	369.0647457	153.2171305	113.2566963	445.0463011	105.4933098	152.7685032	273.6756663	111.5112412	268.671856	0	0	0	1
Throt17627	Locus13870v1rpkm6.35		13.03257223	19.86057613	62.21143832	13.96998897	24.97708832	35.16443661	45.80262254	45.35344849	16.74963088	44.34890521	0	0	0	1
Throt176	Locus174v1rpkm642.50		1872.154555	99.17135363	603.2264094	985.1336866	1015.676704	480.6775054	458.0262254	191.2619714	736.5248646	254.2326776	0	0	1	1
Throt17591	Locus13844v1rpkm6.36		12.07429486	56.29355352	49.53139994	16.46462986	11.70255187	30.51459375	45.52333825	41.46601005	14.2257139	37.38715847	0	0	0	1
Throt17590	Locus13843v1rpkm6.37		3520.136091	9515.451923	6743.931248	5725.699765	7913.719705	4452.515151	7435.106202	10009.11734	4394.827806	9143.609748	0	0	0	1
Throt1759	Locus1494v15rpkm0.23_PRE		58.90211567	176.3776992	127.4608025	74.83922663	67.42067198	47.07965893	125.957212	117.6598035	55.29672659	113.4506878	1	0	0	1
Throt17562	Locus13821v6rpkm0.85		11.17990265	44.58765104	55.34308419	14.21945306	22.53177898	34.00197589	48.03689681	48.20423669	11.47234992	28.36267194	0	0	0	1
Throt17561	Locus13821v5rpkm1.07		11.69098391	44.19307005	56.00350286	14.46891715	22.35711402	34.72851384	47.75761252	48.72256181	11.70179691	28.10482947	0	0	0	1
Throt1754	Locus1494v10rpkm0.63_PRE		24.21247488	104.4324334	79.51440736	42.90782327	40.87159908	50.42173348	85.18170654	76.45295603	30.05755678	71.93804974	0	0	0	1
Throt17515	Locus13792v1rpkm6.42		55.32454682	61.81768728	68.41937378	87.06296698	46.11154768	152.137046	57.81184674	55.71995101	133.079259	52.08417938	0	1	1	0
Throt1751	Locus1494v7rpkm1.12_PRE		15.39632308	72.99748178	52.965577	18.21087848	20.26113459	32.83951518	53.90186676	62.45817764	19.27354786	42.54400791	0	1	1	1
Throt17500	Locus13780v1rpkm6.43		393.9158842	1151.913415	836.2221146	741.9062	985.4596666	595.6158085	896.7818351	1193.443602	518.3207692	1080.359958	0	0	0	1
Throt1750	Locus1494v6rpkm1.94_PRE		58.51880472	177.5614422	125.8757977	75.33815481	67.07134207	46.78904375	126.5157805	117.6598035	54.6083856	114.2242152	1	0	0	1
Throt17494	Locus13774v1rpkm6.44		208.9683518	726.029008	481.4452074	497.6808571	513.3402978	353.8239799	545.1629219	634.1707912	267.076306	613.9229262	0	0	0	1
Throt17392	Locus13697v2rpkm3.70		65.5461721	192.5555195	147.8016974	82.82207747	73.18461544	53.32788527	137.1285833	123.3613799	59.65621956	129.1790786	1	0	0	0
Throt17355	Locus13666v1rpkm6.52		27.34284762	269.6303381	124.6870441	83.57046974	326.7981277	85.15024732	127.0743491	193.0761093	82.3714724	188.4828472	0	0	0	1
Throt17335	Locus13650v1rpkm6.54		3.577568848	9.99605156	11.35920105	5.238745864	4.890618693	10.60745402	11.45065563	11.40315276	3.212257976	5.156849443	0	0	0	1
Throt17312	Locus13629v2rpkm2.01		21.84872403	67.73640202	55.34308419	31.93140336	53.44747572	20.92429286	45.52333825	62.45817764	24.32138182	60.59298096	0	0	0	1
Throt17301	Locus13622v1rpkm6.56		72.50965433	276.9958498	222.0327554	128.7234698	162.0890767	154.8978902	233.2023769	245.6861096	105.5456192	239.0199717	0	0	0	1
Throt1730	Locus1479v1rpkm62.05		0	11.17979451	1.452921065	1.99571271	1.397319627	1.453075893	0.558568568	0.777487688	5.047833963	0.257842472	0	0	1	1
Throt173	Locus171v1rpkm648.44		20.25159508	1.841377919	24.6996581	32.67979563	39.82360936	16.85568036	19.27061558	10.88482764	29.36921578	9.024486526	1	0	1	1
Throt1727	Locus1477v1rpkm62.14		256.371139	346.8366837	360.3244241	382.4284481	253.7881772	771.7286067	325.3661906	330.6914302	577.7475418	305.801172	0	1	0	0
Throt17254	Locus13586v2rpkm3.74		68.2932339	158.358501	163.9159129	179.1152157	79.47255376	126.5629103	165.336296	204.7384246	65.62184152	176.6220934	0	0	0	1
Throt17253	Locus13586v1rpkm6.59		68.2932339	157.5693391	162.5950755	178.3668235	79.29788881	125.9816799	164.2191588	203.4426118	65.16294752	177.3956209	0	0	0	1
Throt1725	Locus1475v1rpkm62.19		0.31942579	2.235958902	1.452921065	2.494640888	2.445309346	5.231073214	3.630695689	1.295812814	12.39013791	3.60979461	0	0	1	1
Throt17216	Locus13557v2rpkm6.18		433.5885673	1206.497118	988.7788264	737.1663823	641.7190385	481.4040433	903.4846579	1215.731582	571.7819198	1096.861877	0	0	0	1
Throt17140	Locus13501v2rpkm2.20		32.07034931	142.8383157	118.0828574	49.14442549	51.70082618	69.60233527	115.6236935	120.2514292	47.03663466	97.98013943	0	0	0	1
Throt1714	Locus1466v1rpkm62.42		0.63885158	1.709850925	4.358763194	1.99571271	3.842628973	3.196766964	2.792842838	0.518325126	4.588939966	0.773527417	0	0	1	1
Throt17131	Locus13495v1rpkm6.65		37.50058774	126.1343874	111.874922	86.31457471	125.4094365	49.11396518	115.6236935	106.5158133	64.93350052	97.72229695	1	0	0	0
Throt17120	Locus13486v1rpkm6.66		2237.322118	5874.521669	4323.496838	3672.859779	5065.458311	2856.020667	4706.778034	6195.79939	2735.467114	5750.402814	0	0	0	1
Throt17080	Locus13454v2rpkm1.99		544.8126274	1526.239241	1125.221323	983.3874379	1311.03514	787.5671339	1211.255939	1643.349811	710.5973538	1451.910961	0	0	0	1
Throt1706	Locus1458v1rpkm62.58		1158.174029	1161.646413	1274.343858	1430.676549	946.684047	2509.462067	1214.886634	1036.909414	2660.437945	1338.975958	0	1	1	0
Throt17051	Locus13435v1rpkm6.70		21.72095372	89.83293704	80.57107723	25.94426523	23.5797687	54.34503839	82.94743227	68.15975402	26.38640481	67.81257018	0	0	0	1
Throt17	Locus17v1rpkm42138.61		7555.761521	542.5488511	2336.825407	5323.563654	4855.511037	2272.174774	1471.269607	651.5346829	3482.54654	767.5970397	1	1	1	1
Throt16988	Locus13392v1rpkm6.73		54.36626945	160.4629329	128.9137236	78.08225979	61.83139348	40.686125	112.8308506	101.0733995	52.77280961	108.0359958	1	0	0	0
Throt16948	Locus13368v3rpkm1.18		195.3608132	1137.182392	732.8005516	312.5785032	620.2352492	472.3949728	743.4547633	929.8752754	281.9903609	740.5235801	0	0	0	1
Throt16947	Locus13368v2rpkm1.24		128.0897418	578.4557205	458.9909727	158.1602323	143.5745916	280.2983397	457.4676568	499.9245837	142.486586	365.878468	0	0	0	1
Throt16946	Locus13368v1rpkm6.75		55.70785777	263.9746774	217.9381597	63.61334264	62.00605843	140.0765161	217.2831728	193.0761093	68.1457585	174.5593537	0	0	0	1
Throt16900	Locus13332v2rpkm1.59		7.410678328	4.99802578	8.057107723	6.984994486	10.4798972	10.8980692	9.216381364	5.183251257	17.89686587	10.05585641	0	0	1	0
Throt169	Locus167v1rpkm662.16		390.2744302	744.8373682	715.1013313	1537.447179	449.5875898	239.6122147	131.2636134	138.133646	313.4245997	109.8408931	1	0	1	1
Throt16899	Locus13332v1rpkm6.78		7.410678328	4.99802578	8.057107723	6.984994486	10.30523225	10.8980692	9.216381364	5.183251257	18.12631287	10.05585641	0	0	1	0
Throt1689	Locus1442v1rpkm63.23		273.8117872	44.45612404	110.8182521	123.9836521	157.8971178	47.66088929	236.2745041	75.67546835	92.00824633	63.68709063	1	0	1	0
Throt16885	Locus13321v1rpkm6.79		0.127770316	1.183742948	0	0.748392266	0.52399486	0.435922768	0.279284284	0	2.982810978	0.515684944	0	0	1	0
Throt16870	Locus13309v1rpkm6.80		157.7324551	597.9217157	387.7978406	466.2483819	362.953773	271.2892692	431.2149341	475.0449777	178.7392117	470.5625117	0	0	0	1
Throt16787	Locus13242v1rpkm6.84		16.92956687	58.39798543	61.55101965	37.41961332	39.99827431	22.23206116	56.6947096	39.91103468	30.51645078	45.63811757	1	0	0	0
Throt1676	Locus1433v1rpkm63.78		235.6084627	731.2900878	546.8266553	457.7666029	611.8513315	382.5948826	586.4969959	729.5426144	313.6540467	666.0071056	0	0	0	1
Throt16732	Locus13204v1rpkm6.87		0	1.052215954	0.924586132	0.249464089	3.14396916	1.598383482	1.117137135	0.518325126	5.277280961	1.289212361	0	0	1	0
Throt16651	Locus13144v1rpkm6.93		34.68964079	117.8481868	79.38232363	79.08011614	75.62992479	49.25927277	81.27172657	89.15192161	33.49926175	96.69092706	0	0	0	1
Throt16616	Locus13114v1rpkm6.95		22.42369046	71.41915785	62.07935459	40.66264647	49.60484674	21.50552321	55.0190039	52.61000025	33.04036776	51.56849443	1	0	0	0
Throt1660	Locus1421v1rpkm64.51		301.9851418	51.16400075	178.4451235	206.8057296	202.7860108	64.51656964	483.9996637	124.3980302	212.9268144	110.3565781	1	0	0	0
Throt16596	Locus13098v1rpkm6.97		56.85779062	194.0023165	170.5200995	119.2438344	190.0354692	72.50848705	175.6698145	158.866651	97.74442128	172.7544564	1	0	0	0
Throt1658	Locus1419v1rpkm64.85		0.255540632	2.762066878	0.528334933	0.249464089	0.174664953	4.940458036	0.558568568	0	6.653962951	0.515684944	0	0	1	0
Throt16545	Locus13060v1rpkm7.00		2120.028968	7451.53033	4308.307208	4981.548389	4107.421042	2805.598934	4478.32349	6007.647369	2250.416159	5868.494667	0	0	0	1
Throt1653	Locus1414v1rpkm65.05		26.51234057	126.7920224	107.7803263	31.93140336	25.67574814	67.13210625	101.380195	86.56029598	35.79373174	84.05664593	0	0	0	1
Throt16525	Locus13045v1rpkm7.02		138.1835967	11.70590248	46.88972527	53.385315	64.62603273	21.6508308	107.245165	22.80630553	26.8452988	33.51952138	1	0	0	0
Throt16517	Locus13039v1rpkm7.02		872.0962918	2349.203644	1696.219301	1402.237643	1970.395338	1137.177194	1747.761048	2502.473707	1091.708818	2260.504954	0	0	0	1
Throt16507	Locus13029v1rpkm7.04		442.340834	1275.943371	950.0782926	820.2379239	1103.35851	672.6288308	1023.5769	1337.537987	587.3843157	1210.312564	0	0	0	1
Throt165	Locus163v1rpkm679.47		35.00906658	111.6664181	13.86879198	14.96784533	5.414613553	5.812303571	3.630695689	3.369113317	11.93124391	3.867637083	1	0	1	1
Throt16469	Locus12998v1rpkm7.07		62.79911031	296.7248989	236.8261336	83.57046974	79.99654862	142.6920527	216.4453199	234.2829568	73.65248646	189.514217	0	0	0	1
Throt16405	Locus12953v2rpkm0.29_PRE		27.02342183	88.64919409	62.87185699	34.42604425	31.4396916	39.81427946	75.96532518	61.68068995	24.09193482	59.3037686	0	0	0	1
Throt16404	Locus12953v1rpkm7.11		27.08730699	87.99155912	62.87185699	34.42604425	30.91569674	40.10489464	75.6860409	61.42152739	23.86248783	58.53024118	0	0	0	1
